Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
1190,Guilty Gear XX Accent Core Plus R,2012-09-20,['Arc System Works'],Arc System Works,Not applicable,4.1,423,"['Arcade', 'Fighting']",Arcade,Fighting,Not applicable,Not applicable,Not applicable,Not applicable,"ultimate battle action and the epitome of the guilty gear xx series now on steam
bonus soundtracks included",2500,142,301,142,1
1191,Fire Emblem Fates: Birthright,2015-06-25,"['Intelligent Systems Co Ltd', 'Nintendo']",Intelligent Systems Co Ltd, Nintendo,2.7,405,"['RPG', 'Strategy', 'Turn-Based-Strategy']",RPG,Strategy,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,"fire emblem fates is split into three story paths birthright is one of the two base stories the other being conquest the other story path can be bought digitally at a discount through the ingame store the third story path is revelation a dlc that was released later you need to be have completed chapter 6 in either game to access the other stories and dlc
birthright is the easier path as it has the ability to use scouting missions to grind experience and money and simpler mission objectives",4300,107,801,260,2
1192,Final Fantasy IV,1991-07-19,"['Square Enix', 'Square']",Square Enix, Square,3.7,530,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"final fantasy iv is the fourth main installment in the final fantasy series developed and published by squaresoft it was released in july 1991 for the super nintendo entertainment system in japan and released as final fantasy ii in north america in october 1991 with alterations made due to nintendo of americas guidelines at the time
the game saw a rerelease in japan on the wonderswan color and a global release on playstation under its original name as part of the final fantasy chronicles and final fantasy anthology collections",2700,60,964,379,2
1193,Devil May Cry 5: Special Edition,2020-11-10,"['Capcom Development Division 1', 'Capcom']",Capcom Development Division 1, Capcom,4.5,265,['Brawler'],Brawler,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,devil may cry 5 special edition features improved visuals and gameplay at up to 120 frames per second alongside all previouslyreleased downloadable content other additions include vergil as a playable character ray tracing graphics options and two additional game modes legendary dark knight mode which significantly increases the number of enemies in each level and turbo mode which increases the game speed by 20,1000,70,416,286,2
1194,Castlevania III: Dracula's Curse,1990-09-01,"['Konami', 'Palcom']",Konami, Palcom,3.6,501,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,led by the immortal count dracula the greatest army of evil ever assembled is poised to bury mankind in a tomb of terror destroying this legion of swamp dragons slasher skeletons and forces of the undead will be the supreme challenge for the mightiest of warriors your place in history is 100 years before simon belmonts birth dracula is young at heart and it will take more than a stake to penetrate his evil luckily you command the role of trevor  simons forefather and the origin of the belmont warlord chromosomes trevor has a power never before seen by human eyes  the power to transform into three different spirits grant danasty the ferocious ghost pirate sypha the mystic warlord and alucard draculas forgotten son you must perfectly time trevors body transformations to match up his different fighting spirits against ultimate evils trevor also has the strength and wisdom to command the battle axe invisibility potion and mystic whip but the most important weapon trevor has is your cunning to choose the correct paths of fate and your bravery to lead him past 17 possible levels of neverending doom including the haunted ship of fools the sunken city of poltergeists the clock tower of untimely death and curse castle never before have so many dangers confronted you at one time and if by some miracle you triumph youll no longer be a mere mortal youll be a legend wholl live forever,2400,36,606,217,2
1195,Gloomwood,2022-09-05,"['New Blood Interactive', 'David Szymanski']",New Blood Interactive, David Szymanski,4.0,141,"['Adventure', 'Indie', 'Shooter']",Adventure,Indie,Shooter,Not applicable,Not applicable,Not applicable,trapped in a dark victorian city consumed by an ancient curse you must plan your survival and daring escape using nothing but stealth an arsenal of eccentric weapons and your wit in this haunting adventure inspired by the immersive sims and survival horror greats of the late 90s and early 2000s,265,36,338,459,2
1196,Call of Duty: Advanced Warfare,2014-11-03,"['Activision', 'Sledgehammer Games']",Activision, Sledgehammer Games,2.5,415,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,call of duty advanced warfare envisions the powerful battlegrounds of the future where both technology and tactic have evolved to usher in a new era of combat for the franchise delivering a stunning performance academy award winning actor kevin spacey stars as jonathan irons – one of the most powerful men in the world – shaping this chilling vision of the future of war,5200,13,308,151,2
1197,The Legend of Heroes: Trails of Cold Steel,2013-09-26,"['XSEED Games', 'Nihon Falcom']",XSEED Games, Nihon Falcom,3.7,499,"['Adventure', 'RPG', 'Turn-Based-Strategy']",Adventure,RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,the legend of heroes trails of cold steel is a roleplaying game and a part of the long running the legend of heroes series of games the basic gameplay is nearly identical to the previous kiseki series entries with a few changes the biggest change to the battle system and also counting as a brand new feature is the tactical link system the tactical link allow players follow up with three different kinds of link attacks dealing additional damage and providing various other benefits tactical link becomes a more useful asset to the player as the story progress and characters level up their link levels with other characters as the link levels increase you will obtain new link abilities such as healing the link partner or increase the cp gain of the partner,2100,129,1000,461,2
1198,Metal Gear Solid 3: Snake Eater HD Edition,2011-11-08,['Konami Digital Entertainment'],Konami Digital Entertainment,Not applicable,4.6,293,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,get metal gear solid 3 snake eater hd shooter game for ps3 console from the official playstation website know more about metal gear solid 3 snake eater hd game,2500,34,554,244,1
1199,Mario Kart: Super Circuit,2001-07-21,['Nintendo'],Nintendo,Not applicable,2.8,389,['Racing'],Racing,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"classic mario kart action is back once again this time in a colorful lightningfast game that you can take anywhere mario luigi peach toad wario yoshi and bowser are all tearing up the track tossing koopa shells and laying banana peels along the way
mario kart super circuit puts your driving skills to the test on 40 tracks each littered with wild weapons and obstacles choose to play as any of your favorite characters as you speed around classic and brandnew tracks if youre feeling combative try out the creative weaponry mushrooms bananas thunder bolts and stars in battle mode feel like making some friends eat your dust no problem four players can compete in mario kart super circuit using only one game pak if each player has a copy of the game bonus features and new modes of play become available",3700,24,256,101,1
1200,Pokémon Shining Pearl,2021-11-18,"['Nintendo', 'ILCA Inc']",Nintendo, ILCA Inc,2.9,281,"['Adventure', 'RPG', 'Turn-Based-Strategy']",Adventure,RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,"revisit the sinnoh region and the story of the pokémon pearl version game
experience the nostalgic story from the pokémon pearl version game in a reimagined adventure pokémon shining pearl now on the nintendo switch system adventures in the pokémon shining pearl game will take place in the familiar sinnoh region rich in nature and with mighty mount coronet at its heart sinnoh is a land of many myths passed down through the ages you’ll choose either turtwig chimchar or piplup to be your first partner pokémon and then set off on your journey to become the champion of the pokémon league along the way you’ll be able to encounter the legendary pokémon palkia
adventure together with the pokémon that appeared in the pokémon pearl version game players of the original games can revisit familiar places and relive familiar scenes while first time players can enjoy plenty of fun encounters and surprises that the sinnoh region has to offer the original story and the scale of the sinnoh region’s towns and routes have been faithfully reproduced this remake has also been revitalized with some of the playerfriendly features of modern pokémon games and upcloseandpersonal pokémon battle scenes
whether you played pokémon diamond version or pokémon pearl version back in the day or you’re encountering these games for the first time there’s something for everyone to enjoy",1900,203,444,199,2
1201,PUBG: Battlegrounds,2017-12-20,"['Bluehole Studio', 'PUBG Corp']",Bluehole Studio, PUBG Corp,2.4,299,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,pubg battlegrounds is a battle royale shooter that pits 100 players against each other in a struggle for survival gather supplies and outwit your opponents to become the last person standing,5200,46,253,32,2
1202,Earthblade,2024-12-31,['Extremely OK Games'],Extremely OK Games,Not applicable,,83,"['Adventure', 'Indie', 'RPG']",Adventure,Indie,RPG,Not applicable,Not applicable,Not applicable,you are névoa an enigmatic child of fate returning at long last to earth in this exploraction platformer from the creators of celeste earthblades lush pixel art world offers seamless exploration challenging combat and countless mysteries to pick apart,0,1,103,529,1
1204,Rule of Rose,2006-01-19,"['Atlus USA', 'Punchline']",Atlus USA, Punchline,3.8,394,"['Adventure', 'Puzzle']",Adventure,Puzzle,Not applicable,Not applicable,Not applicable,Not applicable,"rule of rose is a survival horror game in which the player who controls jennifer explores the game environments and furthers the plot by accomplishing tasks and experiencing cutscenes while sporadically encountering enemies and bosses
taking place in england in 1930 rule of rose centers on jennifer a young woman who is led to an abandoned orphanage by a small boy",727,33,796,770,2
1205,Lollipop Chainsaw,2012-06-12,"['Grasshopper Manufacture', 'WB Games']",Grasshopper Manufacture, WB Games,3.4,295,['Brawler'],Brawler,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,lollipop chainsaw is the undeadly story of sweet and killer zombie hunter juliet starling and her quest to uncover the root of a colossal zombie outbreak with her wickedly awesome chainsaw in hand juliet slices dices and splits her way through hordes of the undead but soon realizes the horde is only the opening act to a festival of zombie rock lords determined to kill the chainsaw wielding cheerleader,1600,32,717,695,2
1206,Pokémon LeafGreen,2004-01-29,"['Nintendo', 'Game Freak']",Nintendo, Game Freak,3.8,413,"['Adventure', 'RPG', 'Turn-Based-Strategy']",Adventure,RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,"pokémon leafgreen version and pokémon firered version are a pair of core series generation iii games that are set in the kanto region they were released in japan on january 29 2004 in north america on september 9 2004 in australia on september 23 2004 and in europe on october 1 2004
as the first remakes in the pokémon franchise the games revisit the original pair of pokémon games pokémon red and green versions and so feature all of the characters plot elements and challenges of them but with several important upgrades to bring them up to speed with other generation iii games
the game boy advance wireless adapter was initially included with the games when they were first released eliminating the need for game link cables when trading between the two games and later pokémon emerald version in later copies it was sold separately
firered and leafgreen went on to become the second bestselling games of the game boy advance only behind pokémon ruby and sapphire versions they also received nintendos players choice awards",5900,62,326,128,2
1207,Bowser's Fury,2021-02-12,"['Nintendo', 'Nintendo EAD Tokyo']",Nintendo, Nintendo EAD Tokyo,3.9,497,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,team up with bowser jr in a freeroaming 3d adventure to stop his dad’s rampage run and jump across a series of islands to collect the mysterious cat shines and battle against the colossal fury bowser whenever he emerges from the water to wreak havoc,2100,35,466,314,2
1208,ZeroRanger,2018-09-28,['System Erasure'],System Erasure,Not applicable,4.3,317,"['Arcade', 'Indie', 'Shooter']",Arcade,Indie,Shooter,Not applicable,Not applicable,Not applicable,"zeroranger is a vertically scrolling 2d shootem up with heavy emphasis on shooting dodging and mystery
a menacing alien threat green orange has begun its invasion only two secondary fighters remain against complete annihilation
blast your way through enemy forces in order to unleash your fighters latent potential unlocking new weapons and abilities
but as you grow stronger so does your understanding of the true nature of your adversary",561,30,422,356,1
1209,Labyrinth of Galleria: The Moon Society,2020-11-26,"['Nippon Ichi Software', 'NIS America']",Nippon Ichi Software, NIS America,4.3,49,"['Adventure', 'RPG', 'Strategy']",Adventure,RPG,Strategy,Not applicable,Not applicable,Not applicable,"from the creators of labyrinth of refrain coven of dusk comes a new chapter in the dungeonexploring adventure filled with charm and mystery summoned by the magnificent madame marta you are but a wandering spirit awaiting your next command with the help of eureka madame marta’s assistant and an army of soulinfused puppets you are tasked with delving into the depths of a mysterious underground labyrinth teeming with enchanted monsters to unearth the curios dart that lie within
labyrinth of galleria the moon society offers dungeoncrawling adventures with new quality of life improvements and 50 hours of exploration alongside a cast of fully customizable companions to do your bidding use a variety of pacts and puppet soldiers to customize a team of up to 40 fighters to dive into the darkness and discover the secrets with the labyrinth of galleria…if you dare",67,26,120,193,2
1210,Street Fighter II,1991-02-01,"['Capcom', 'U.S. Gold']",Capcom, U.S. Gold,3.5,433,"['Arcade', 'Fighting']",Arcade,Fighting,Not applicable,Not applicable,Not applicable,Not applicable,"a sequel to street fighter street fighter ii improved upon the many concepts introduced in the first game including the use of commandbased special moves and a sixbutton configuration while offering players a selection of multiple playable characters each with their own unique fighting style and special moves
street fighter ii is credited for starting the fighting game boom during the 1990s its success led to the production of several updated versions each offering additional features and characters over previous versions as well as many home versions some of the home versions of the street fighter ii games have sold millions of copies with the snes port of the first street fighter ii being capcoms bestselling consumer game of alltime as of 2008
street fighter ii follows several of the conventions and rules already established by its original 1987 predecessor the player engages opponents in oneonone close quarter combat in a series of besttwooutofthree matches the objective of each round is to deplete the opponents vitality before the timer runs out if both opponents knock each other out at the same time or the timer runs out with both fighters having an equal amount of vitality left a double ko or draw game is declared and additional rounds will be played until sudden death in the first street fighter ii a match could last up to ten rounds if there was no clear winner this was reduced to four rounds in champion edition and onward if there is no clear winner by the end of the final round then either the computercontrolled opponent will win by default in a singleplayer match or both fighters will lose in a 2player match
after every third match in the single player mode the player will participate in a bonus game for additional points the bonus games includes in order a carbreaking event a barrel breaking bonus game where the barrels are dropped off from a conveyor belt above the player and a drumbreaking bonus game where drums are flammable and piled over each other the bonus games were removed from the arcade version of super street fighter ii turbo
like in the original the games controls uses a configuration of an eightdirectional joystick and six attack buttons the player uses the joystick to jump crouch and move the character towards or away from the opponent as well as to guard the character from an opponents attacks there are three punch buttons and three kick buttons of differing strength and speed light medium and heavy the player can perform a variety of basic moves in any position including grabbingthrowing attacks which were not featured in the original street fighter like in the original the player can perform special moves by inputting a combination of directional and buttonbased commands
street fighter ii differs from the original due to the selection of multiple playable characters each with their distinct fighting styles and special moves additionally the player can also cancel during animation by performing another move allowing for a combination of several basic and special moves both of these features would be expanded upon in subsequent installments",4300,11,158,99,2
1211,Resident Evil: Revelations,2012-01-26,"['Tose', 'Capcom']",Tose, Capcom,3.2,469,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,resident evil revelations is a survival horror game that restores elements of the series nature as opposed to the survival action of resident evil 5 the game features a singleplayer mode where the player must complete a series of episodes that involve solving puzzles and defeating enemies and a multiplayer mode where players may fight their way through altered singleplayer scenarios,2900,55,939,297,2
1212,Shin Megami Tensei,1992-10-30,['Atlus'],Atlus,Not applicable,3.3,433,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"the story follows a nameless protagonist who lives in nearfuture tokyo when a portal to the realm of demons is opened united states officials order a nuclear attack on tokyo transported with two other supporting characters thirty years into the future the protagonist finds the earth ruined by a demon invasion which is now the stage for an escalating conflict between the order of messiah and the ring of gaea conflicting cults who wish to bring about kingdoms for their respective patron deities yhvh and lucifer the story is influenced by moral decisions the protagonist makes aligning him either with the order the ring of gaea or setting him up as an independent agent
the gameplay uses firstperson navigation of dungeons and turnbased battles against demons the player can recruit demons as allies by talking to them rather than fighting them and two to three demons can be fused to create new demons",1300,146,868,455,1
1214,FIFA 23,2022-09-29,"['EA Sports', 'EA Vancouver']",EA Sports, EA Vancouver,2.6,47,"['Simulator', 'Sport']",Simulator,Sport,Not applicable,Not applicable,Not applicable,Not applicable,fifa 23 brings the world’s game to the pitch with hypermotion2 technology that delivers even more gameplay realism men’s and women’s fifa world cup coming during the season women’s club teams crossplay features and more,523,112,27,36,2
1215,Battlefield: Bad Company 2,2010-03-02,"['EA Digital Illusions CE', 'Electronic Arts']",EA Digital Illusions CE, Electronic Arts,3.6,288,"['Adventure', 'Shooter', 'Simulator', 'Strategy']",Adventure,Shooter,Simulator,Strategy,Not applicable,Not applicable,"battlefield bad company 2 brings the awardwinning battlefield gameplay to the forefront of pc gaming with bestinclass vehicular combat and unexpected battlefield moments
new vehicles like the atv and a transport helicopter allow for allnew multiplayer tactics on the battlefield with the frostbiteenabled destruction 20 system you can take down entire buildings and create your own fire points by blasting holes through cover you can also compete in fourplayer teams in two squadonly game modes fighting together to unlock exclusive awards and achievements
battles are set across expansive maps each with a different tactical focus the game also sees the return of the b company squad in a more mature singleplayer campaign",4200,23,349,119,2
1216,The Walking Dead: A New Frontier,2016-12-20,"['Telltale Games', 'Skybound Games']",Telltale Games, Skybound Games,2.8,345,"['Adventure', 'Point-and-Click']",Adventure,Point-and-Click,Not applicable,Not applicable,Not applicable,Not applicable,"the walking dead a new frontieris an episodic graphic adventure game based on robert kirkmans the walking dead comic book series developed by telltale games it is telltales third season of its the walking dead series the game employs the same narrative structure as the past seasons where player choice in one episode will have a permanent impact on future story elements the player choices recorded in save files from the first two seasons and the additional episode 400 days carry over into the third season
clementine who was the players companion during the first season and the playercharacter in season two returns as a playercharacter along with another playercharacter javier javi garcia
the game takes place in the same fictional world as the comic with the zombie apocalypse having occurred the main characters of the game are original characters however due to time skips in season two and between seasons two and three the timeline is caught up to where the comics are",2900,19,423,181,2
1217,Ninja Gaiden Black,2005-09-20,"['Team NINJA', 'Tecmo']",Team NINJA, Tecmo,4.3,294,"['Adventure', 'Brawler']",Adventure,Brawler,Not applicable,Not applicable,Not applicable,Not applicable,in ninja gaiden black you can reprise the role of ryu hayabusa ninja extraordinaire this sequel to ninja gaiden supplies a new story and new missions plus two more difficulty settings and cinematic cut scenes that provide background about the protagonist ninja gaiden black also incorporates the additional content from hurricane packs 1 and 2 and includes unlockable content such as the original arcade version of ninja gaiden,992,41,495,343,2
1218,Sid Meier's Civilization V,2010-09-21,"['2K Games', 'Firaxis Games']",2K Games, Firaxis Games,3.9,320,"['Simulator', 'Strategy', 'Turn-Based-Strategy']",Simulator,Strategy,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,sid meiers civilization v is a turnbased strategy game where the player leads a civilization from the stoneage all the way to future tech there is more than one way to win achieving one of a number of different victory conditions through research exploration diplomacy expansion economic development government and military conquest you will face other civilizations either online as other people or played by the computer civilization 5 features a advanced diplomacy system when dealing with computer controlled civs or computer controlled citystates,5400,56,369,140,2
1219,World of Horror,2020-02-20,"['Ysbryd Games', 'panstasz']",Ysbryd Games, panstasz,3.7,257,"['Adventure', 'Indie', 'Point-and-Click', 'RPG', 'Turn-Based-Strategy']",Adventure,Indie,Point-and-Click,RPG,Turn-Based-Strategy,Not applicable,experience the quiet terror of this 1bit love letter to junji ito and hp lovecraft navigate a hellish roguelite reality with turnbased combat and unforgiving choices experiment with your deck of event cards to discover new forms of cosmic horror in every playthrough the inevitable awaits,871,59,796,949,2
1220,Fire Emblem: Shadow Dragon,2008-08-07,"['Intelligent Systems Co Ltd', 'Nintendo']",Intelligent Systems Co Ltd, Nintendo,3.2,361,"['RPG', 'Strategy', 'Tactical', 'Turn-Based-Strategy']",RPG,Strategy,Tactical,Turn-Based-Strategy,Not applicable,Not applicable,a reinvention of the original nes titles with revamped graphics and intuitive touch control fire emblem shadow dragon will finally introduce longtime fans to the stories that gave birth to the series nearly 20 years ago in japan while introducing the fire emblem franchise to a broader audience of strategy and chess fans fire emblem shadow dragon also reveals the back story of marth the original lead character in the fire emblem series introduced and made popular in north america by the super smash bros series of fighting games,1900,78,808,235,2
1221,Tomodachi Life,2013-04-18,"['Nintendo SPD Group No. 1', 'Nintendo']",Nintendo SPD Group No. 1, Nintendo,3.7,281,"['Adventure', 'Simulator']",Adventure,Simulator,Not applicable,Not applicable,Not applicable,Not applicable,tomodachi life is a communication game for the 3ds in which players can convert their miis into tomodachis or create new ones and put them in a wide range of scenarios ranging from charming to utterly ridiculous a key feature of the game is its texttospeech tech which outputs user generated text as computerized speech in seven languages efigs japanese and korean,3400,59,180,133,2
1222,Downwell,2015-10-14,"['Devolver Digital', 'Moppin']",Devolver Digital, Moppin,3.5,363,"['Adventure', 'Arcade', 'Indie', 'Platform', 'Shooter']",Adventure,Arcade,Indie,Platform,Shooter,Not applicable,downwell is a curious game about a young man with guns for boots venturing down a well in search of untold treasures make your way further and further down into a darkness filled with nasty creatures and mysterious secrets and collect the spectacular red gems scattered about the rocks step into an oddly placed shop to buy some helpful items or level up between caverns to battle well dwelling monsters and uncover hidden caves filled with riches and relics no two trips down the well are ever the same,3700,60,659,219,2
1223,SpongeBob SquarePants: Battle For Bikini Bottom,2003-10-31,"['Heavy Iron Studios', 'THQ']",Heavy Iron Studios, THQ,3.8,326,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,bikini bottom is under attack by robots help spongebob patrick and sandy save bikini bottom from evil robots the duplicatotron 3000 is creating an army of robots running amock the city beach fields and everywhere else with many different worlds to explore and sights to see this adventure is like none other references and plenty areas from the show are made to be explored around the further you delve into the world the more you learn about the origin of these robots are you brave enough to save bikini bottom,3400,22,370,216,2
1224,LEGO Harry Potter: Years 1-4,2010-06-25,"['WB Games', ""Traveller's Tales""]",WB Games," ""Travellers Tales""",3.2,349,"['Adventure', 'Platform', 'Puzzle']",Adventure,Platform,Puzzle,Not applicable,Not applicable,Not applicable,"experience the magic of harry potters first 4 years at hogwarts school of witchcraft and wizardry in an exciting new way lego harry potter years 14 combines the first four harry potter books and films in an interactive funfilled videogame players can build the adventure from privet drive to the triwizard tournament through new lego gameplay elements like magical building and spellcasting
select from over 100 playable characters including harry potter ron weasley and hermione granger experience the wonder of hogwarts attend lessons mix potions fly on broomsticks and complete tasks to collect lego studs and relive the adventures like never before with tongueincheek humor and creative customization unique to lego videogames",4100,53,449,113,2
1225,Dragon Quest V: Hand of the Heavenly Bride,2008-07-17,"['Chunsoft', 'Square Enix']",Chunsoft, Square Enix,4.2,371,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"the legend of zenithia continues
what begins as an innocent voyage of a boy traveling alongside his father develops into an eyeopening adventure that transcends generations you  a hero in the making  determine your own path choose your own wife and befriend a wagonload of quirky monsters along the way",1400,85,1000,478,2
1226,Fear & Hunger,2018-12-11,"['Miro Haverinen', 'Happy Paintings']",Miro Haverinen, Happy Paintings,3.8,48,"['Indie', 'RPG']",Indie,RPG,Not applicable,Not applicable,Not applicable,Not applicable,a dark fantasy survival horror rpg in which players must uncover the secrets of the dungeon of fear  hunger,110,39,167,185,2
1227,For Honor,2017-02-13,"['Ubisoft Entertainment', 'Ubisoft Montreal']",Ubisoft Entertainment, Ubisoft Montreal,2.8,236,"['Brawler', 'Fighting']",Brawler,Fighting,Not applicable,Not applicable,Not applicable,Not applicable,enter the chaos of war as a bold knight a brutal viking or a deadly samurai play the thrilling story campaign or fight in brutal pvp modes all on new dedicated servers enjoy an evolved experience with 18 heroes 18 maps new pvp and ranked modes thousands of gear items and more,4100,56,579,91,2
1228,Sonic Lost World,2013-10-18,"['Nintendo', 'Sonic Team']",Nintendo, Sonic Team,2.5,395,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,"when the deadly six threaten to destroy his world sonic’s new moves  powerups are the only way to defeat them before it’s too late
this is the first out of the three titles of sega and nintendos exclusive collaboration the others being mario  sonic at the sochi 2014 olympic winter games and sonic boom rise of lyricsonic boom shattered crystal",2500,34,498,214,2
1229,Bug Fables: The Everlasting Sapling,2019-11-21,"['DANGEN Entertainment', 'Moonsprout Games']",DANGEN Entertainment, Moonsprout Games,4.1,357,"['Adventure', 'Indie', 'RPG', 'Turn-Based-Strategy']",Adventure,Indie,RPG,Turn-Based-Strategy,Not applicable,Not applicable,bug fables the everlasting sapling is an adventure rpg following three heroes vi kabbu and leif as they embark on an epic quest in bugaria in search of treasure and immortality the game combines flat objects with 3d physics as the player jumps and utilizes the heroes’ unique abilities to solve puzzles and stun enemies while exploring a variety of unique colorful areas battles are turnbased and with timed button inputs that can enhance your abilities,1000,146,1100,535,2
1230,Hyrule Warriors: Age of Calamity,2020-11-19,"['Koei Tecmo', 'Omega Force']",Koei Tecmo, Omega Force,3.5,531,"['Adventure', 'Brawler', 'Fighting']",Adventure,Brawler,Fighting,Not applicable,Not applicable,Not applicable,"see hyrule 100 years before the legend of zelda breath of the wild game and experience the events of the great calamity
join the struggle that brought hyrule to its knees learn more about zelda the four champions the king of hyrule and more through dramatic cutscenes as they try to save the kingdom from calamity the hyrule warriors age of calamity game is the only way to see firsthand what happened 100 years ago
battle hordes of hyrule’s most formidable foes from barbaric bokoblins to towering lynels menacing monsters have emerged in droves in addition to link and zelda take control of characters like the four champions and a young impa use their distinct abilities to carve through hundreds of enemies to save hyrule from the impending calamity",2700,308,1100,695,2
1231,LEGO Batman 3: Beyond Gotham,2014-11-11,"[""Traveller's Tales"", 'WB Games']","""Travellers Tales""", WB Games,3.1,373,"['Adventure', 'Platform', 'Puzzle']",Adventure,Platform,Puzzle,Not applicable,Not applicable,Not applicable,the caped crusader joins forces with the super heroes of the dc comics universe and blasts off to outer space to stop the evil brainiac from destroying earth,2900,37,801,113,2
1232,Moonscars,2022-09-27,"['Black Mermaid', 'Humble Games']",Black Mermaid, Humble Games,2.9,97,"['Adventure', 'Brawler', 'Indie', 'Platform']",Adventure,Brawler,Indie,Platform,Not applicable,Not applicable,push the limits of your combat skills and master new abilities to progress through an unforgiving nonlinear 2d world face off against the relentless darkness that seeks to destroy you in moonscars every death is a lesson learnt—and as you overcome each challenge new truths will be revealed,248,24,179,212,2
1233,The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-12,['CD Projekt RED'],CD Projekt RED,Not applicable,4.4,159,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,"step again into the shoes of geralt of rivia a professional monster slayer this time hired to defeat a ruthless bandit captain olgierd von everec a man who possesses the power of immortality
this expansion to the witcher 3 wild hunt packs over 10 hours of new adventures introducing new characters powerful monsters unique romance and a brand new storyline shaped by your choices",3100,39,487,106,1
1234,Remnant: From the Ashes,2019-08-20,"['Gunfire Games', 'Perfect World Entertainment']",Gunfire Games, Perfect World Entertainment,3.2,304,"['Adventure', 'RPG', 'Shooter']",Adventure,RPG,Shooter,Not applicable,Not applicable,Not applicable,"the world is in ruins only a remnant of mankind remains hunted to near extinction by horrors from another world as one of the few survivors left you will venture into portals to fantastic realms to gather the resources and firepower needed to fight back and retake what was lost
remnant from the ashes is a thirdperson survivalaction game set in a postapocalyptic world overrun by mythical creatures the game provides players and up to three of their friends with a unique customizable gameplay experience filled with intense shooting and melee combat gear and weapon crafting character progression and dynamicallygenerated levels that offer an infinite number of ways to explore and take on deadly monsters and epic bosses",2100,71,1000,180,2
1235,Halo 5: Guardians,2015-10-27,"['343 Industries', 'Microsoft Studios']",343 Industries, Microsoft Studios,2.5,500,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,halo 5 guardians delivers epic multiplayer experiences that span multiple modes fullfeatured level building tools and another chapter in the master chief saga the master chief saga continues with solo and up to 4player cooperative experience that spans three worlds a mysterious and unstoppable force threatens the galaxy the spartans of fireteam osiris and blue team must embark on a journey that will change the course of history and the future of mankind,3500,31,602,257,2
1236,Hearthstone,2014-03-11,['Blizzard Entertainment'],Blizzard Entertainment,Not applicable,2.9,212,"['Card-Board-Game', 'Strategy', 'Turn-Based-Strategy']",Card-Board-Game,Strategy,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,"sheathe your sword draw your deck and get ready for hearthstone  the fast paced strategy card game thats easy to learn and massively fun start a free game on battlenet and play your cards to sling spells summon creatures and command the heroes of warcraft in duels of epic strategy
with powerful prebuilt decks and hundreds of additional cards to win craft or purchase  your collection never stops evolving
challenge players of all skill levels on battlenet or hone your skills in practice matches against some of the greatest strategists of azeroth  thrall uther guldan and more",5500,105,128,24,1
1237,Ultimate Spider-Man,2005-09-21,"['Activision', 'Beenox']",Activision, Beenox,3.6,300,['Brawler'],Brawler,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,based on the comic book of the same name ultimate spiderman lets you play as either the hero spiderman or his archnemesis venom use the unique combat techniques of either spiderman or venom to battle a host of spiderman characters artistic contributions by the creators of the series make for an authentic spiderman experience,3700,25,382,280,2
1238,Chop Goblins,2022-12-12,['David Szymanski'],David Szymanski,Not applicable,3.5,56,"['Indie', 'Shooter']",Indie,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,pursue the malevolent chop goblins through time and foil them with devastating weapons in this bitesized fps from the creator of dusk iron lung and squirrel stapler,195,4,42,38,1
